Timestamp,Temperature (°C),Humidity (%),CO (ppm),NO2 (ppm),O3 (ppm),PM2.5 (µg/m³),PM10 (µg/m³),Precipitation (mm),Wind Speed (m/s),Deforestation Index (%)
2025-01-01 00:00:00,27.483570765056164,49.82257904269167,0.2783319640216414,0.021686113279600162,0.06624262563659529,51.74543227161776,81.47388174691537,2.3638123359739827,1.9948641348078517,0.06255116130524661
2025-01-01 00:15:00,24.308678494144075,55.41750805419521,4.9288380291240665,0.09256145840098308,0.024389228092058127,25.565726085584753,24.6199386926249,17.802880504574798,12.757405353931897,0.08544306216811016
2025-01-01 00:30:00,28.23844269050346,51.03928408432286,4.000092407242086,0.051482978155802155,0.09164066796444124,51.78690820190291,-24.87817174956681,9.077651411850447,7.244169046082176,0.08287241548738332
2025-01-01 00:45:00,32.61514928204013,61.65627070419179,4.344045358157247,0.04810998812079394,0.11784073145385549,64.64917181872111,25.49410547241329,8.850697054990423,9.607150345229732,0.08071034290481485
2025-01-01 01:00:00,23.829233126383322,77.95767797192869,3.4714713907147305,0.09961040885935457,0.10000598473911095,8.770285559730354,-59.50460778396149,16.47736244861616,10.039225939597745,0.04114888237199227
2025-01-01 01:15:00,23.8293152152541,48.43436764288193,0.9302501640434974,0.03839299883884766,0.04770901057288282,0.794825546011888,92.89008910597987,13.9073782814398,4.113763149662034,0.03899517837283827
2025-01-01 01:30:00,32.896064077536955,75.01230746652621,0.15514221209016132,0.08541253148922391,0.02095990542485757,78.98859263890226,130.77344572583507,18.445852180836496,11.924741570704413,0.02068705570176004
2025-01-01 01:45:00,28.837173645764544,48.274918914796686,4.323283038680068,0.08623440603168563,0.11914022190756933,33.284408179295404,-12.01274003048394,18.77319269269701,12.49544948160715,0.003168035893727517
2025-01-01 02:00:00,22.65262807032524,47.285591812546734,1.9816532686806154,0.02326702103577956,0.04858752877390382,44.83243508159647,146.5859142289754,6.2638816954582115,7.736309929929622,0.050516015572525344
2025-01-01 02:15:00,27.712800217929825,72.2789192751482,1.3193243801995997,0.00948396923501621,0.0033209747616639194,62.323121103555266,46.215991655152436,12.967568699665971,13.536157473063097,0.09747148563566393
2025-01-01 02:30:00,22.682911535937688,73.82904567011425,2.808364794194722,0.09756201157158643,0.08571318215238762,6.161359211558707,43.625347185531155,10.835788640828401,2.4134854417861944,0.07521721276046367
